Table 5. CRISPR Scores from Ba/F3 cells								
Gene	sgRNAs included	-IL-3 CS	+IL-3 CS	Differential CS	-IL-3 CS	+IL-3 CS	Differential CS	Average Differential CS
Esco1	10	0,628	0,458	0,17	0,63	0,251	0,379	0,2745
Slc6a2	9	-0,454	-0,258	-0,196	-0,106	-0,851	0,745	0,2745
Hist1h2bc	5	-0,866	-1,122	0,256	-1,878	-2,171	0,293	0,2745
0610010F05Rik	9	-0,233	-0,51	0,277	-0,169	-0,441	0,272	0,2745
Peak1	9	-0,853	-0,977	0,124	-1,256	-1,681	0,425	0,2745
Psmg3	10	-3,767	-3,229	-0,538	-4,371	-5,459	1,088	0,275
Xlr4b	9	-0,774	-0,966	0,192	-0,847	-1,205	0,358	0,275
Srrd	8	-2,947	-3,296	0,349	-3,24	-3,442	0,202	0,2755
Taf4a	10	-0,931	-1,579	0,648	-1,067	-0,97	-0,097	0,2755
Syt7	10	0,123	-0,413	0,536	-0,051	-0,066	0,015	0,2755
Slc24a2	10	0,355	0,284	0,071	0,397	-0,083	0,48	0,2755
Ccdc78	10	0,035	-0,177	0,212	0,273	-0,067	0,34	0,276
4930539E08Rik	6	-0,247	-0,777	0,53	-0,887	-0,909	0,022	0,276
Rab9	9	0,124	-0,099	0,223	0,06	-0,269	0,329	0,276
Arhgap30	10	-0,299	-1,071	0,772	-1,286	-1,067	-0,219	0,2765
Hyal2	10	0,072	-0,232	0,304	-0,044	-0,293	0,249	0,2765
Gm4858	9	-0,293	-0,591	0,298	-0,483	-0,738	0,255	0,2765
Tlk1	10	-0,56	-0,893	0,333	-0,72	-0,941	0,221	0,277
Sik3	9	-0,997	-1,465	0,468	-2,174	-2,26	0,086	0,277
Kcnc2	9	-0,078	-0,491	0,413	-0,121	-0,262	0,141	0,277
Ndufa9	10	-1,118	-1,665	0,547	-2,468	-2,475	0,007	0,277
Tlcd1	10	-0,212	-0,573	0,361	-0,072	-0,266	0,194	0,2775
Mkln1	9	-0,439	-0,671	0,232	-0,657	-0,98	0,323	0,2775
Krtap19-3	10	-0,126	-0,182	0,056	0,041	-0,458	0,499	0,2775
Xrcc3	9	-3,348	-3,304	-0,044	-4,253	-4,852	0,599	0,2775
Dph5	10	-3,17	-3,961	0,791	-4,503	-4,268	-0,235	0,278
Dnah10	7	-0,962	-1,543	0,581	-1,439	-1,414	-0,025	0,278
Arhgap25	10	-0,274	-0,679	0,405	-0,673	-0,824	0,151	0,278
Ddrgk1	8	-0,776	-1,067	0,291	-0,682	-0,948	0,266	0,2785
Dnajc5	9	0,375	-0,394	0,769	-0,827	-0,615	-0,212	0,2785
Art5	7	-0,486	-1,054	0,568	-1,236	-1,225	-0,011	0,2785
Vwa9	9	-3,133	-4,376	1,243	-4,854	-4,169	-0,685	0,279
Gde1	10	0,241	-0,083	0,324	0,18	-0,054	0,234	0,279
Mxd1	9	0,295	0,112	0,183	0,729	0,354	0,375	0,279
Aldh4a1	9	-0,124	-0,222	0,098	-0,049	-0,509	0,46	0,279
Cinp	10	-2,629	-3,083	0,454	-3,383	-3,487	0,104	0,279
Arhgap9	9	0,357	0,069	0,288	0,489	0,218	0,271	0,2795
Mylpf	10	0,049	-0,03	0,079	0,3	-0,18	0,48	0,2795
2410004B18Rik	7	0,438	0,462	-0,024	0,755	0,172	0,583	0,2795
Flg2	7	0,056	-0,396	0,452	0,005	-0,102	0,107	0,2795
Mak16	10	-3,402	-4,515	1,113	-4,967	-4,414	-0,553	0,28
Bcas2	10	-1,921	-2,782	0,861	-2,56	-2,259	-0,301	0,28
Slpi	10	-0,079	0,07	-0,149	0,11	-0,599	0,709	0,28
Armc7	10	-1,991	-2,775	0,784	-2,151	-1,927	-0,224	0,28
Eif3f	9	-3,269	-3,398	0,129	-2,464	-2,895	0,431	0,28
Gm21002	9	-0,612	-0,73	0,118	-0,097	-0,54	0,443	0,2805
Hnrnph1	10	-0,244	-0,124	-0,12	0,138	-0,543	0,681	0,2805
Rpl18a	10	-4,812	-5,288	0,476	-5,371	-5,457	0,086	0,281
Hist2h2be	7	-0,053	-0,472	0,419	0,11	-0,033	0,143	0,281
Thumpd1	9	0,201	-0,207	0,408	0,421	0,267	0,154	0,281
Zfp3	9	0,074	-0,091	0,165	0,446	0,049	0,397	0,281
Reep4	9	0,259	0,142	0,117	0,446	0	0,446	0,2815
Ykt6	8	-3,565	-4,008	0,443	-4,653	-4,773	0,12	0,2815
Apeh	10	0,027	0,015	0,012	0,174	-0,378	0,552	0,282
Noc4l	10	-2,879	-3,519	0,64	-3,657	-3,581	-0,076	0,282
Slc30a10	10	0,195	-0,019	0,214	0,658	0,308	0,35	0,282
Tdpoz3	9	-1,035	-1,53	0,495	-1,485	-1,555	0,07	0,2825
Rundc3b	9	0,311	0,21	0,101	0,55	0,086	0,464	0,2825
Gm21119	8	-4,386	-5,312	0,926	-6,029	-5,669	-0,36	0,283
Lpar4	6	0,595	0,154	0,441	0,278	0,152	0,126	0,2835
Fam167b	8	0,187	-0,125	0,312	0,104	-0,151	0,255	0,2835
Krt33a	10	0,064	0,042	0,022	0,468	-0,077	0,545	0,2835
Mastl	9	-4,127	-5,148	1,021	-5,904	-5,45	-0,454	0,2835
Exosc5	10	-4,098	-4,489	0,391	-5,012	-5,188	0,176	0,2835
Btg4	10	0,334	-0,038	0,372	0,281	0,085	0,196	0,284
Stk10	10	-0,311	-0,917	0,606	-0,83	-0,792	-0,038	0,284
4921539E11Rik	10	0,542	0,272	0,27	0,425	0,126	0,299	0,2845
Wfikkn2	8	0,342	0,48	-0,138	0,896	0,189	0,707	0,2845
Stard8	8	-0,2	-0,275	0,075	-0,09	-0,585	0,495	0,285
Pcgf6	10	-0,755	-1,014	0,259	-0,791	-1,102	0,311	0,285
Mrpl35	9	-2,472	-2,744	0,272	-1,989	-2,287	0,298	0,285
Atxn7l2	9	-0,462	-0,678	0,216	-0,397	-0,751	0,354	0,285
Szt2	10	-0,42	-0,526	0,106	-0,109	-0,573	0,464	0,285
2410016O06Rik	10	0,203	0,163	0,04	0,316	-0,214	0,53	0,285
Il27ra	10	-0,101	-0,474	0,373	-0,348	-0,546	0,198	0,2855
Mrps23	9	-1,524	-1,777	0,253	-2,331	-2,65	0,319	0,286
1810062G17Rik	8	-0,121	-0,242	0,121	-0,146	-0,597	0,451	0,286
Nt5dc3	9	0,274	0,167	0,107	0,55	0,085	0,465	0,286
Kntc1	8	-0,914	-1,811	0,897	-2,88	-2,555	-0,325	0,286
Cenph	9	-1,243	-1,892	0,649	-1,856	-1,78	-0,076	0,2865
Adam21	9	0,065	-0,278	0,343	0,227	-0,003	0,23	0,2865
Rpl38	7	-3,469	-3,803	0,334	-3,858	-4,097	0,239	0,2865
Yeats2	9	-2,631	-2,98	0,349	-3,299	-3,524	0,225	0,287
Nova1	10	0,601	0,069	0,532	0,142	0,099	0,043	0,2875
Mip	9	-0,454	-0,169	-0,285	0,107	-0,753	0,86	0,2875
Gm11595	10	-0,165	-0,675	0,51	-1,209	-1,274	0,065	0,2875
Cdh3	9	-0,595	-0,346	-0,249	-0,647	-1,471	0,824	0,2875
Mtif3	8	-1,012	-1,033	0,021	-2,034	-2,588	0,554	0,2875
Cd3e	10	0,179	0,101	0,078	0,07	-0,428	0,498	0,288
1700034J05Rik	9	0,011	-0,156	0,167	0,274	-0,135	0,409	0,288
Rnf113a1	7	0,204	-0,178	0,382	0,149	-0,045	0,194	0,288
Mrpl41	8	-3,829	-4,241	0,412	-4,961	-5,126	0,165	0,2885
Gcsh	9	-1,764	-2,614	0,85	-2,467	-2,194	-0,273	0,2885
Agtr1a	10	0,154	-0,078	0,232	0,465	0,12	0,345	0,2885
Lbp	10	-0,22	-0,534	0,314	-0,397	-0,661	0,264	0,289
Gm5531	10	-0,095	-0,502	0,407	-0,425	-0,597	0,172	0,2895
Fam129c	10	-0,108	-0,451	0,343	0,132	-0,104	0,236	0,2895
Mtbp	9	-2,714	-3,072	0,358	-3,326	-3,547	0,221	0,2895
Atp1a3	9	-0,132	-0,373	0,241	-0,274	-0,613	0,339	0,29
Nipsnap1	10	0,111	-0,379	0,49	-0,072	-0,162	0,09	0,29
Adra2a	9	-0,156	-0,608	0,452	-0,126	-0,254	0,128	0,29
Zc2hc1a	9	0,265	0,08	0,185	0,194	-0,202	0,396	0,2905
Pnrc1	7	0,11	-0,673	0,783	-0,603	-0,401	-0,202	0,2905
Rraga	9	-3,811	-4,597	0,786	-3,663	-3,458	-0,205	0,2905
Rnf181	9	0,263	0,123	0,14	0,51	0,068	0,442	0,291
Pcmtd2	10	0,432	0,085	0,347	0,208	-0,028	0,236	0,2915
Klk1b24	10	-0,134	-0,318	0,184	0,039	-0,36	0,399	0,2915
Cyr61	9	-0,489	-0,625	0,136	-0,319	-0,766	0,447	0,2915
Rag2	8	0,458	0,288	0,17	0,671	0,258	0,413	0,2915
Sema4g	8	-0,045	0,041	-0,086	0,187	-0,482	0,669	0,2915
Bivm	8	0,493	-0,098	0,591	0,222	0,229	-0,007	0,292
Dusp18	9	0,159	0,176	-0,017	0,709	0,108	0,601	0,292
Iqcb1	10	0,024	-0,37	0,394	-0,379	-0,569	0,19	0,292
Ccdc178	8	0,272	-0,245	0,517	0,101	0,034	0,067	0,292
H2-T10	10	-0,203	-0,534	0,331	-0,17	-0,423	0,253	0,292
Tvp23a	9	0,008	-0,196	0,204	0,291	-0,089	0,38	0,292
Aif1l	10	0,343	0,245	0,098	0,42	-0,066	0,486	0,292
Klra9	7	0,623	0,263	0,36	0,798	0,574	0,224	0,292
Itih2	9	0,369	-0,061	0,43	0,069	-0,085	0,154	0,292
Cul3	10	-1,458	-1,862	0,404	-1,892	-2,072	0,18	0,292
Plcg2	9	0,005	-0,283	0,288	0,41	0,113	0,297	0,2925
Fam53c	10	-0,634	-0,717	0,083	-0,62	-1,123	0,503	0,293
Metap1d	9	0,072	-0,042	0,114	0,537	0,065	0,472	0,293
Ubc	10	-0,583	-0,805	0,222	-0,689	-1,053	0,364	0,293
Edc4	9	-3,159	-3,423	0,264	-3,426	-3,748	0,322	0,293
Mtx1	9	0,003	-0,629	0,632	-0,46	-0,415	-0,045	0,2935
Zfp839	6	0,081	0,274	-0,193	0,631	-0,149	0,78	0,2935
1110012L19Rik	10	0,416	0,197	0,219	0,584	0,216	0,368	0,2935
Gulo	9	0,126	-0,535	0,661	0,068	0,142	-0,074	0,2935
Cenpp	10	-2,345	-2,694	0,349	-2,81	-3,049	0,239	0,294
B3gnt2	8	-0,642	-0,677	0,035	-0,984	-1,537	0,553	0,294
Galm	10	0,004	-0,205	0,209	-0,1	-0,479	0,379	0,294
Gpc4	10	-0,199	-0,179	-0,02	0,071	-0,537	0,608	0,294
Ercc6l	10	-1,203	-1,17	-0,033	-1,791	-2,413	0,622	0,2945
Tbl1xr1	10	0,489	0,181	0,308	0,878	0,597	0,281	0,2945
Ces2a	9	-0,241	-0,496	0,255	-0,225	-0,559	0,334	0,2945
Use1	9	-1,654	-2,364	0,71	-2,293	-2,173	-0,12	0,295
Tpm2	8	-0,56	-1,148	0,588	-0,718	-0,72	0,002	0,295
Krt42	10	-0,628	-0,543	-0,085	-0,266	-0,941	0,675	0,295
Alas2	10	-0,297	-0,508	0,211	-0,164	-0,544	0,38	0,2955
Tff1	10	0,194	0,003	0,191	0,484	0,084	0,4	0,2955
Gm11544	10	0,373	0,24	0,133	0,549	0,091	0,458	0,2955
Wdfy1	9	0,052	-0,147	0,199	0,257	-0,136	0,393	0,296
Taf9b	8	0,391	0,079	0,312	0,467	0,187	0,28	0,296
Cldn13	8	0,317	-0,242	0,559	0,214	0,18	0,034	0,2965
Syt10	10	-0,503	-0,216	-0,287	0,259	-0,621	0,88	0,2965
Mink1	7	0,455	-0,174	0,629	-0,362	-0,326	-0,036	0,2965
Osgepl1	9	0,366	0,078	0,288	0,603	0,297	0,306	0,297
Parvg	9	-0,105	-0,203	0,098	0,128	-0,368	0,496	0,297
Mrgpra2a	10	-0,759	-1,171	0,412	-0,845	-1,027	0,182	0,297
Rbbp6	10	-4,896	-4,78	-0,116	-4,671	-5,382	0,711	0,2975
Traf7	8	0,457	0,284	0,173	0,476	0,054	0,422	0,2975
Tnfsf12Tnfsf13	10	0,079	-0,384	0,463	-0,323	-0,455	0,132	0,2975
Vps36	10	-1,42	-1,974	0,554	-2,068	-2,109	0,041	0,2975
Gen1	9	-0,071	-0,06	-0,011	0,16	-0,446	0,606	0,2975
B3gnt9	10	-0,874	-0,762	-0,112	-0,062	-0,769	0,707	0,2975
Purg	9	0,157	0,257	-0,1	0,464	-0,231	0,695	0,2975
Psmg4	10	-4,448	-4,433	-0,015	-3,575	-4,186	0,611	0,298
Gmeb2	10	-1,743	-2,131	0,388	-1,728	-1,936	0,208	0,298
Uvssa	9	0,098	-0,014	0,112	0,611	0,127	0,484	0,298
Ncor1	10	0,672	0,285	0,387	0,709	0,5	0,209	0,298
Mrpl55	10	-2,486	-2,918	0,432	-2,86	-3,024	0,164	0,298
Nkpd1	8	-0,103	-0,398	0,295	0,136	-0,165	0,301	0,298
Cd180	9	0,406	-0,009	0,415	0,221	0,04	0,181	0,298
Kctd9	9	0,761	0,501	0,26	0,628	0,291	0,337	0,2985
Mrfap1	9	0,053	-0,338	0,391	0,07	-0,136	0,206	0,2985
Rlf	10	0,53	0,272	0,258	0,781	0,442	0,339	0,2985
Inpp5k	10	-1,284	-1,471	0,187	-1,213	-1,623	0,41	0,2985
Gm10318	8	-1,348	-1,417	0,069	-1,741	-2,27	0,529	0,299
Ptprm	8	-0,163	-0,555	0,392	-0,379	-0,585	0,206	0,299
Rfwd2	10	0,055	-0,035	0,09	0,125	-0,383	0,508	0,299
1700123I01Rik	10	0,062	-0,207	0,269	0,092	-0,237	0,329	0,299
Naf1	9	-0,835	-0,957	0,122	-0,457	-0,934	0,477	0,2995
Oaz3	10	-1,024	-1,465	0,441	-1,125	-1,283	0,158	0,2995
Sys1	9	-2,549	-2,417	-0,132	-2,901	-3,632	0,731	0,2995
Tarbp2	8	-0,979	-1,178	0,199	-0,179	-0,58	0,401	0,3
Dpep1	9	0,053	-0,071	0,124	-0,169	-0,645	0,476	0,3
Lpar5	8	0,525	0,072	0,453	0,638	0,491	0,147	0,3
Retnlg	10	0,397	0,189	0,208	0,515	0,123	0,392	0,3
Tfdp1	10	-3,608	-3,607	-0,001	-3,762	-4,364	0,602	0,3005
Batf2	8	-0,069	-0,491	0,422	0,257	0,078	0,179	0,3005
Tfap4	10	-2,137	-2,674	0,537	-3,555	-3,619	0,064	0,3005
Jade3	10	0,244	0,091	0,153	0,209	-0,239	0,448	0,3005
Dnm1l	10	-3,983	-4,966	0,983	-5,731	-5,35	-0,381	0,301
B3gntl1	10	-0,362	-0,579	0,217	-0,211	-0,596	0,385	0,301
Chil4	10	0,4	0,127	0,273	0,37	0,041	0,329	0,301
Adra2c	9	-1,006	-1,378	0,372	-1,353	-1,585	0,232	0,302
Tma7	6	-0,702	-1,759	1,057	-1,777	-1,324	-0,453	0,302
Pigf	10	0,47	0,294	0,176	-0,198	-0,627	0,429	0,3025
Suclg1	10	-1,027	-1,525	0,498	-1,414	-1,521	0,107	0,3025
Zbtb18	8	0,252	0,023	0,229	0,463	0,087	0,376	0,3025
Vav2	10	0,119	-0,206	0,325	0,354	0,074	0,28	0,3025
Serbp1	8	-2,535	-2,511	-0,024	-2,656	-3,286	0,63	0,303
Xbp1	8	-0,838	-1,373	0,535	-0,68	-0,752	0,072	0,3035
En1	9	0,237	0,04	0,197	0,504	0,094	0,41	0,3035
Ptgis	10	-0,699	-1,102	0,403	-0,598	-0,802	0,204	0,3035
1500015O10Rik	9	0,198	-0,146	0,344	0,394	0,13	0,264	0,304
Bahd1	7	0,333	0,069	0,264	0,798	0,454	0,344	0,304
Atraid	9	0,384	0,323	0,061	0,558	0,011	0,547	0,304
Krtap5-3	10	-1,291	-1,428	0,137	-1,829	-2,301	0,472	0,3045
Pdcd6ip	8	-2,859	-3,405	0,546	-3,512	-3,576	0,064	0,305
Gja10	9	0,387	0,253	0,134	0,797	0,321	0,476	0,305
Tnik	10	0,179	-0,148	0,327	0,117	-0,168	0,285	0,306
Larp4b	9	0,62	0,386	0,234	0,92	0,541	0,379	0,3065
Bicc1	6	0,122	-0,681	0,803	-0,398	-0,209	-0,189	0,307
Wscd2	6	-0,864	-0,774	-0,09	-0,775	-1,479	0,704	0,307
AU015228	10	-0,428	-0,505	0,077	0,017	-0,52	0,537	0,307
Oacyl	10	0,129	-0,064	0,193	0,198	-0,224	0,422	0,3075
Def8	10	0,241	-0,086	0,327	0,239	-0,049	0,288	0,3075
Hebp2	10	0,407	-0,08	0,487	0,364	0,236	0,128	0,3075
Usp9x	9	-1,495	-1,888	0,393	-2,04	-2,263	0,223	0,308
Cd209c	8	0,161	-0,09	0,251	0,313	-0,052	0,365	0,308
Osbpl2	9	-0,049	-0,049	0	0,084	-0,532	0,616	0,308
Derl1	10	-0,431	-0,336	-0,095	0,149	-0,563	0,712	0,3085
Nabp1	8	-0,098	-0,178	0,08	0,027	-0,51	0,537	0,3085
Rbbp9	10	-0,13	-0,454	0,324	0,344	0,05	0,294	0,309
Snap25	7	0,434	-0,194	0,628	0,102	0,112	-0,01	0,309
Map7d2	9	0,415	-0,016	0,431	0,01	-0,177	0,187	0,309
Dctn4	9	-1,935	-2,289	0,354	-1,617	-1,881	0,264	0,309
Phldb3	7	-0,552	-0,253	-0,299	-0,072	-0,991	0,919	0,31
Cbl	9	0,155	-0,062	0,217	0,367	-0,036	0,403	0,31
Gm15308	9	-0,797	-0,831	0,034	-0,299	-0,885	0,586	0,31
Mfsd6l	9	-0,222	-0,242	0,02	-0,29	-0,891	0,601	0,3105
Txndc5	9	0,189	0,216	-0,027	0,574	-0,076	0,65	0,3115
Zbtb4	8	-0,739	-1,105	0,366	-0,981	-1,238	0,257	0,3115
Gp1bb	9	0,361	0,361	0	0,345	-0,278	0,623	0,3115
Zg16	8	0,07	-0,193	0,263	0,3	-0,06	0,36	0,3115
Ttc39d	9	0,551	0,486	0,065	0,589	0,031	0,558	0,3115
Imp4	10	-4,353	-4,954	0,601	-5,279	-5,301	0,022	0,3115
Eif4g1	9	-2,757	-3,113	0,356	-3,28	-3,548	0,268	0,312
Gm6086	10	0,539	0,246	0,293	0,543	0,212	0,331	0,312
Prl2c3	10	-0,889	-1,112	0,223	-1,066	-1,467	0,401	0,312
Prl2c4	10	-0,889	-1,112	0,223	-1,066	-1,467	0,401	0,312
Gpd2	9	0,374	-0,234	0,608	-0,059	-0,076	0,017	0,3125
Rnpepl1	9	0,439	-0,213	0,652	0,321	0,348	-0,027	0,3125
Trnt1	10	-3,266	-3,854	0,588	-3,684	-3,722	0,038	0,313
Tbc1d2b	7	-0,248	-0,845	0,597	-0,426	-0,455	0,029	0,313
Cep110	9	-0,28	-0,586	0,306	-0,246	-0,567	0,321	0,3135
Hs3st6	9	-1,012	-1,43	0,418	-0,942	-1,151	0,209	0,3135
Slc25a27	10	0,316	0,081	0,235	0,288	-0,104	0,392	0,3135
Anks1	10	-0,315	-0,615	0,3	-0,514	-0,841	0,327	0,3135
BC027231	10	-3,904	-4,178	0,274	-3,345	-3,699	0,354	0,314
Asb3	10	0,588	0,327	0,261	0,476	0,109	0,367	0,314
Wdr70	10	-1,657	-2,403	0,746	-2,241	-2,123	-0,118	0,314
Zfp868	7	0,32	-0,127	0,447	0,396	0,214	0,182	0,3145
Jazf1	8	-0,175	-0,617	0,442	-0,308	-0,495	0,187	0,3145
Fam210a	9	-0,975	-1,424	0,449	-0,959	-1,14	0,181	0,315
Stx16	9	0,341	-0,187	0,528	0,008	-0,094	0,102	0,315
Gm12789	9	-0,745	-1,155	0,41	-1,174	-1,394	0,22	0,315
A630007B06Rik	9	0,45	-0,131	0,581	0,368	0,318	0,05	0,3155
Nedd1	10	-1,322	-2,105	0,783	-2,078	-1,926	-0,152	0,3155
Cab39	10	-1,313	-1,282	-0,031	-1,787	-2,449	0,662	0,3155
Mme	7	0,142	0,419	-0,277	0,985	0,077	0,908	0,3155
Zfp692	9	0,275	0,003	0,272	0,215	-0,146	0,361	0,3165
Armc12	10	-0,55	-0,538	-0,012	0,107	-0,538	0,645	0,3165
Prok2	9	0,261	0,12	0,141	0,491	-0,001	0,492	0,3165
Slc4a1ap	8	0,177	-0,087	0,264	0,052	-0,317	0,369	0,3165
Wac	9	-1,886	-2,527	0,641	-1,489	-1,481	-0,008	0,3165
Rcc2	10	-0,995	-1,413	0,418	-1,846	-2,062	0,216	0,317
Pik3cb	9	-0,547	-0,82	0,273	-0,088	-0,449	0,361	0,317
Ltb4r2	7	-0,231	-1,008	0,777	-0,842	-0,699	-0,143	0,317
Ppp1r11	8	-1,56	-2,124	0,564	-2,385	-2,455	0,07	0,317
Rab3gap1	8	-0,592	-1,128	0,536	-0,674	-0,773	0,099	0,3175
Cd44	9	0,096	-0,377	0,473	-0,091	-0,253	0,162	0,3175
Serpinb1a	10	0,221	0,025	0,196	0,466	0,027	0,439	0,3175
Trim72	10	-0,038	-0,206	0,168	-0,216	-0,683	0,467	0,3175
Dhdds	10	-4,667	-5,363	0,696	-5,377	-5,316	-0,061	0,3175
Fbxo33	10	0,405	0,137	0,268	0,621	0,253	0,368	0,318
Vsx2	7	-0,175	-0,414	0,239	0,213	-0,185	0,398	0,3185
Btbd7	8	0,318	-0,002	0,32	0,3	-0,017	0,317	0,3185
Kdelr2	10	-0,592	-0,917	0,325	-0,785	-1,097	0,312	0,3185
Romo1	10	-3,062	-4,217	1,155	-4,117	-3,599	-0,518	0,3185
Mrpl42	9	-2,124	-2,903	0,779	-3,053	-2,911	-0,142	0,3185
Pfn4	10	0,216	-0,149	0,365	0,097	-0,176	0,273	0,319
Pdzd9	9	0,369	-0,344	0,713	0,045	0,12	-0,075	0,319
Ank3	9	0,114	-0,378	0,492	0,286	0,139	0,147	0,3195
Derl3	9	-0,149	-0,258	0,109	0,337	-0,193	0,53	0,3195
Rep15	10	0,093	-0,15	0,243	0,311	-0,085	0,396	0,3195
Kank3	9	-1,023	-1,561	0,538	-1,277	-1,378	0,101	0,3195
Scgb1b19	8	-0,699	-0,78	0,081	-0,559	-1,117	0,558	0,3195
Atpaf2	9	-1,918	-2,716	0,798	-4,327	-4,169	-0,158	0,32
Actg2	9	-1,655	-2,106	0,451	-2,254	-2,443	0,189	0,32
Hmx3	10	0,013	-0,241	0,254	0,068	-0,318	0,386	0,32
Por	10	-0,313	-0,624	0,311	-0,181	-0,51	0,329	0,32
Zfp941	7	0,549	0,132	0,417	0,436	0,212	0,224	0,3205
Cyfip2	10	0,177	0,07	0,107	0,153	-0,381	0,534	0,3205
Dennd1c	9	0,594	0,267	0,327	0,212	-0,102	0,314	0,3205
Cyp51	10	-0,264	-0,339	0,075	-0,137	-0,704	0,567	0,321
Ptger1	8	-0,26	-0,684	0,424	-0,472	-0,69	0,218	0,321
Foxn2	9	0,215	-0,512	0,727	-0,13	-0,045	-0,085	0,321
Nnmt	10	0,336	-0,003	0,339	0,372	0,069	0,303	0,321
Kdm6b	8	-1,509	-2,728	1,219	-2,898	-2,321	-0,577	0,321
Ncapg2	10	-3,245	-3,608	0,363	-2,927	-3,207	0,28	0,3215
Exoc4	9	-2,244	-2,426	0,182	-1,738	-2,199	0,461	0,3215
2310022B05Rik	10	0,131	-0,098	0,229	0,38	-0,034	0,414	0,3215
Magea10	8	0,174	-0,4	0,574	-0,385	-0,454	0,069	0,3215
Wdr27	9	-0,367	-1,17	0,803	-1,241	-1,082	-0,159	0,322
Krit1	10	0,112	-0,237	0,349	-0,142	-0,437	0,295	0,322
Anapc1	9	-2,102	-2,968	0,866	-3,238	-3,016	-0,222	0,322
Mknk2	9	0,535	0,226	0,309	0,617	0,282	0,335	0,322
Oxsr1	9	-3,888	-4,244	0,356	-4,246	-4,535	0,289	0,3225
Lrp8	8	0,463	0,202	0,261	0,29	-0,094	0,384	0,3225
Nfatc3	9	0,243	-0,514	0,757	-0,082	0,03	-0,112	0,3225
Arhgef7	9	-1,7	-2,084	0,384	-1,804	-2,065	0,261	0,3225
Skint9	10	0,664	0,598	0,066	0,888	0,309	0,579	0,3225
Nck2	10	0,309	0,092	0,217	0,344	-0,085	0,429	0,323
Gm3336	9	-0,403	-0,667	0,264	-0,523	-0,906	0,383	0,3235
Mslnl	8	-0,19	-0,506	0,316	-0,372	-0,704	0,332	0,324
Idh3b	10	0,278	-0,288	0,566	0,009	-0,073	0,082	0,324
H1f0	9	-0,348	-0,509	0,161	-0,012	-0,499	0,487	0,324
Slc26a10	8	0,008	-0,406	0,414	0,091	-0,144	0,235	0,3245
3110057O12Rik	10	0,106	-0,356	0,462	0,134	-0,054	0,188	0,325
Ate1	10	0,8	0,278	0,522	0,585	0,457	0,128	0,325
Ppp2r5a	9	0,631	0,338	0,293	0,66	0,303	0,357	0,325
Pianp	9	0,149	-0,387	0,536	0,283	0,168	0,115	0,3255
Chst8	10	0,161	-0,243	0,404	0,106	-0,141	0,247	0,3255
E130309D02Rik	10	-2,698	-2,857	0,159	-2,943	-3,435	0,492	0,3255
Hcfc2	7	1,107	0,738	0,369	0,562	0,279	0,283	0,326
Lrrc47	9	-0,807	-0,856	0,049	0,036	-0,568	0,604	0,3265
Cr1l	10	0,183	-0,175	0,358	0,38	0,085	0,295	0,3265
Chmp4c	8	0,195	-0,23	0,425	0,127	-0,102	0,229	0,327
Mus81	9	-0,951	-1,059	0,108	-0,792	-1,338	0,546	0,327
Daxx	9	-0,411	-0,626	0,215	-1,253	-1,692	0,439	0,327
Tmprss11g	8	0,557	0,237	0,32	0,466	0,132	0,334	0,327
Plekhs1	9	-0,124	-0,469	0,345	-0,066	-0,376	0,31	0,3275
Sumo2	5	-3,916	-6,302	2,386	-7,415	-5,685	-1,73	0,328
Ddx59	9	-1,628	-2,132	0,504	-1,271	-1,423	0,152	0,328
Nsf	9	-3,591	-4,24	0,649	-4,334	-4,341	0,007	0,328
Chrna10	8	-0,487	-0,879	0,392	-0,377	-0,642	0,265	0,3285
Pbk	10	0,685	0,133	0,552	0,376	0,271	0,105	0,3285
Tnpo2	10	-1,215	-1,752	0,537	-1,67	-1,79	0,12	0,3285
Tubg1	10	-4,414	-4,796	0,382	-3,974	-4,249	0,275	0,3285
Polr2e	9	-4,738	-5,925	1,187	-6,439	-5,91	-0,529	0,329
Slc25a35	10	-0,536	-0,829	0,293	-0,674	-1,039	0,365	0,329
Cdc5l	8	-1,957	-2,526	0,569	-2,705	-2,795	0,09	0,3295
C5ar1	9	-0,552	-0,638	0,086	0,138	-0,435	0,573	0,3295
Kansl1	10	-2,373	-2,558	0,185	-3,108	-3,583	0,475	0,33
Crbn	9	0,454	0,083	0,371	0,35	0,061	0,289	0,33
Tcstv3	10	-2,926	-3,406	0,48	-3,735	-3,915	0,18	0,33
Tph2	8	0,097	-0,3	0,397	0,14	-0,125	0,265	0,331
Tapt1	10	0,469	0,123	0,346	0,046	-0,271	0,317	0,3315
Brd4	9	-2,586	-3,354	0,768	-3,704	-3,599	-0,105	0,3315
0610037L13Rik	8	0,426	0,005	0,421	0,438	0,195	0,243	0,332
Tpst2	9	-0,003	-0,688	0,685	0,045	0,066	-0,021	0,332
Ythdc2	7	0,204	0,041	0,163	0,254	-0,247	0,501	0,332
Trim31	9	0,381	0,039	0,342	0,298	-0,024	0,322	0,332
Pou4f3	10	0,276	-0,043	0,319	0,451	0,105	0,346	0,3325
Csf2rb	10	-0,301	-0,534	0,233	-0,843	-1,275	0,432	0,3325
Acat3	10	0,307	-0,301	0,608	-0,048	-0,106	0,058	0,333
Slc37a1	9	0,339	0,069	0,27	0,261	-0,135	0,396	0,333
Afap1l1	9	-0,761	-1,168	0,407	-1,264	-1,524	0,26	0,3335
