Gene_Pair	GeneA y Phenotype	GeneB y Phenotype	"GeneAB Observed y Phenotype"	GeneAB RawGI	GeneAB NormGI	GeneAB GIT score	GeneAB GIM score	"Correlation of GI profiles (GIT score)"	"Correlation of GI profiles (GIM score)"	q-values based on GIM score
EPRS__SPHK1	-8,873	-1,140	-6,655	0,412	0,477	1,200	0,964	0,044	0,001	0,235706186
NPR2__STMN1	-2,336	-3,308	-5,450	0,204	0,270	1,200	0,839	0,122	0,158	0,260306285
PARP1__TK1	-3,299	-1,890	-4,746	0,228	0,346	1,200	0,663	0,030	0,083	0,299322096
CSF1R__NDUFA4L2	-0,238	-1,573	-1,841	0,184	0,307	1,200	0,425	0,056	0,084	0,351798246
AMHR2__MAPK8IP1	-1,067	-0,095	-1,064	0,176	0,331	1,201	0,550	0,096	0,059	0,322625589
ERBB2__TST	-1,344	-0,442	-1,474	0,174	0,305	1,201	1,438	-0,002	0,057	0,160094478
CDC25B__ERBB2	-1,748	-1,344	-3,436	0,175	0,276	1,201	1,031	0,168	0,222	0,223936854
INPP1__TST	-0,451	-0,442	-0,459	0,214	0,357	1,201	1,161	-0,003	0,011	0,199369035
GPX1__PRKCA	-1,005	-0,440	-1,712	0,166	0,347	1,202	1,323	0,081	0,092	0,174979008
NDUFB1__TXN	-6,822	-9,806	-15,068	0,904	0,475	1,202	0,970	0,089	0,123	0,234975209
CYP26A1__KCNQ4	-1,114	-1,655	-2,751	0,160	0,299	1,202	1,536	0,242	0,243	0,14631862
AOC3__KCNA3	-1,567	0,011	-1,859	0,166	0,286	1,202	0,834	0,108	0,109	0,261287642
NTRK1__TSPO	-0,861	-1,526	-2,454	0,191	0,282	1,202	1,086	0,060	0,083	0,212506212
DBH__NDUFA4	-1,058	-5,357	-5,909	0,855	0,548	1,202	1,279	0,026	-0,016	0,180582306
CDC25B__MAP3K3	-1,748	-1,218	-2,980	0,145	0,274	1,203	0,886	0,080	0,041	0,249842591
BCAT2__NDUFA4	-1,032	-5,357	-5,793	0,439	0,567	1,203	0,653	0,128	0,131	0,301670645
IGF1R__TST	-4,583	-0,442	-4,948	0,268	0,404	1,204	0,940	0,053	0,062	0,240947435
LARS2__NPR1	-5,628	-1,211	-7,390	0,180	0,269	1,204	1,077	-0,001	-0,004	0,21439107
AGPAT1__BCKDK	-2,019	-0,637	-2,330	0,177	0,297	1,205	1,435	0,110	0,140	0,160591939
CAMK1D__NPR1	0,124	-1,211	-1,200	0,165	0,332	1,205	1,126	-0,129	-0,137	0,205193716
ALAD__CDC25A	-4,894	-3,276	-8,010	0,306	0,308	1,205	1,068	-0,027	-0,008	0,216594632
DCK__MST1R	-1,100	-0,732	-1,711	0,144	0,265	1,205	0,966	0,091	0,045	0,235592148
CDC25B__PIM1	-1,748	-3,019	-4,831	0,186	0,253	1,205	1,442	0,127	0,133	0,15996712
BRD2__MAPK12	-2,558	-3,067	-5,398	0,184	0,260	1,206	1,339	0,152	0,170	0,172930672
AOC1__LARS2	-0,898	-5,628	-6,822	0,257	0,270	1,206	1,591	-0,022	0,007	0,138021666
ACVR1__STMN1	-0,009	-3,308	-2,961	0,240	0,349	1,206	0,970	0,168	0,215	0,234959667
BCL2L2__NPY4R	-1,926	-2,263	-3,999	0,205	0,302	1,206	0,821	0,053	0,027	0,263724529
MAPK3__MASP2	-1,014	-0,472	-1,440	0,129	0,260	1,206	1,547	0,024	0,060	0,144410208
MAP3K8__STMN1	-0,015	-3,308	-3,492	0,154	0,283	1,207	0,960	0,012	0,054	0,236091531
GRIK5__HMGCR	-0,078	-4,338	-4,509	0,190	0,307	1,207	0,618	0,014	0,106	0,309700667
SKP2__SPHK1	-3,289	-1,140	-4,304	0,197	0,302	1,207	1,475	0,083	0,091	0,154786916
APEX1__DAPK3	-2,369	-0,316	-2,512	0,208	0,367	1,207	0,655	-0,081	-0,049	0,301039212
EPHA2__TXN	-0,696	-9,806	-10,600	0,501	0,406	1,207	1,082	0,001	0,005	0,21319625
CLK3__HMGA1	-0,453	-5,600	-6,029	0,291	0,399	1,207	0,785	0,003	-0,012	0,271336392
MAP3K10__NDUFA4L2	-1,090	-1,573	-2,419	0,156	0,272	1,207	1,160	0,094	0,136	0,199517822
ALPL__BCKDK	-0,749	-0,637	-1,294	0,155	0,277	1,207	0,606	0,139	0,206	0,311373132
AKT2__SLC5A5	-3,476	-0,791	-4,094	0,182	0,299	1,208	0,624	0,103	0,012	0,30776013
AKT2__GALK1	-3,476	-1,781	-4,922	0,233	0,354	1,209	1,352	0,109	0,084	0,170440848
AMHR2__CNTFR	-1,067	-2,203	-3,119	0,208	0,348	1,209	1,224	-0,056	-0,017	0,189122725
MAPK3__PARP1	-1,014	-3,299	-4,294	0,198	0,305	1,210	0,885	0,135	0,099	0,249923723
EPHB4__RELA	-0,079	-0,822	-0,638	0,148	0,274	1,210	1,149	0,139	0,226	0,201020968
BSG__CASK	-4,293	-0,481	-4,454	0,207	0,300	1,210	1,215	0,192	0,155	0,190516341
PARP1__SLC16A8	-3,299	-1,458	-4,450	0,262	0,389	1,210	1,208	0,063	0,074	0,191400846
ACY1__KDM1A	-1,630	-9,378	-10,895	0,274	0,291	1,210	0,596	0,180	0,074	0,312665572
LIG1__PTP4A3	-2,514	-0,976	-3,356	0,187	0,270	1,210	1,245	0,028	0,005	0,185919045
CDKN1A__CLK3	-1,754	-0,453	-2,375	0,231	0,402	1,210	1,057	0,057	-0,009	0,218697112
ACY1__CARM1	-1,630	-3,923	-5,126	0,217	0,292	1,211	0,521	0,052	0,019	0,328996077
NTRK1__TST	-0,861	-0,442	-1,154	0,188	0,325	1,211	1,607	0,080	0,066	0,135481961
KCNA3__TAOK2	0,011	-0,348	-0,568	0,143	0,281	1,211	1,153	0,069	0,058	0,200128016
CDK8__DBH	-1,445	-1,058	-2,635	0,209	0,335	1,211	0,588	0,093	0,068	0,314468926
AKT2__PTK6	-3,476	-0,728	-4,367	0,197	0,304	1,212	0,833	0,118	0,087	0,2612593
AOC1__BCL2L1	-0,898	-5,370	-5,917	0,207	0,284	1,212	0,761	0,167	0,187	0,277658725
EPHB2__TSPO	-0,976	-1,526	-2,345	0,135	0,248	1,212	1,405	0,139	0,185	0,162769932
CDC25A__MMP25	-3,276	-0,437	-3,774	0,170	0,292	1,212	0,858	0,128	0,128	0,255760987
CAMK2A__CYP4F12	-0,737	-2,447	-2,500	0,166	0,321	1,213	1,036	0,069	0,122	0,22307125
SPHK1__TOP1	-1,140	-10,290	-10,192	0,487	0,357	1,213	0,818	0,062	0,048	0,264660725
CDC25A__PFKFB4	-3,276	-0,585	-3,859	0,242	0,377	1,214	1,439	0,202	0,216	0,160112796
P2RY6__P2RY6	-0,760	-0,760	-1,472	0,185	0,338	1,214	0,917	NA	NA	0,2444237
CSF1R__PRKAR1A	-0,238	-0,754	-0,948	0,173	0,323	1,214	0,480	0,164	0,148	0,338716038
AOC1__JAK3	-0,898	-0,991	-1,672	0,185	0,329	1,215	1,090	0,129	0,136	0,211954118
CNTFR__UCK2	-2,203	-0,763	-3,015	0,233	0,359	1,215	0,586	0,087	0,098	0,314966506
FGFR4__PIM2	0,053	-2,275	-2,200	0,173	0,311	1,216	0,900	-0,050	-0,003	0,247568992
ALK__SPHK2	-0,898	-0,950	-2,282	0,174	0,321	1,216	0,463	0,016	0,026	0,342820337
HCRTR1__JAK3	-3,307	-0,991	-3,993	0,280	0,339	1,217	1,388	0,088	0,117	0,165379857
PRKAR1A__PRKCD	-0,754	0,177	-0,449	0,165	0,293	1,217	1,916	0,055	0,114	0,10146661
BSG__PFKFB1	-4,293	-0,008	-4,872	0,198	0,305	1,217	1,257	0,060	0,030	0,184802532
INPP1__NAMPT	-0,451	-16,018	-15,582	0,748	0,336	1,217	0,986	0,063	0,032	0,23244493
APEX1__ERBB3	-2,369	-1,385	-3,876	0,190	0,309	1,217	0,604	0,120	0,099	0,311800874
BCL2L2__NT5M	-1,926	-0,676	-2,535	0,138	0,249	1,218	0,801	0,153	0,151	0,268496601
KCNQ4__PLOD1	-1,655	-1,793	-3,331	0,173	0,289	1,218	0,921	0,236	0,229	0,243765865
CYP26A1__NR5A1	-1,114	-0,415	-1,425	0,186	0,351	1,218	1,207	-0,011	0,037	0,191682539
MASP2__PLA2G4C	-0,472	-0,026	-0,527	0,159	0,261	1,218	1,243	0,010	-0,048	0,186257986
NDUFA4L2__PRKAB1	-1,573	-0,227	-1,701	0,149	0,270	1,218	0,972	0,155	0,127	0,234539579
MAP3K4__UCK2	-1,918	-0,763	-3,183	0,179	0,293	1,219	0,320	0,079	0,088	0,374814333
DOT1L__OXT	-5,960	-0,939	-7,101	0,188	0,251	1,219	1,343	0,196	0,147	0,172312465
LTC4S__NPEPPS	-1,265	-1,323	-2,362	0,167	0,281	1,220	0,359	0,146	0,132	0,366370217
LCK__TSPO	-2,887	-1,526	-4,706	0,180	0,275	1,220	0,487	0,059	0,068	0,336902675
AKT2__CD22	-3,476	-0,503	-4,257	0,213	0,355	1,220	0,498	0,030	-0,012	0,334208592
CASK__MAP3K3	-0,481	-1,218	-1,058	0,196	0,362	1,220	1,700	0,039	0,069	0,123924209
PRKAA1__PRKCD	-0,215	0,177	-0,396	0,152	0,304	1,221	1,310	0,071	0,081	0,176707296
FN3K__MAP4K1	-0,827	-0,584	-1,492	0,133	0,245	1,222	1,520	0,255	0,286	0,148607805
MMP14__PRKCZ	-0,159	-1,211	-1,214	0,197	0,332	1,222	0,742	0,030	0,038	0,281518387
CNTFR__PRODH	-2,203	-2,250	-4,365	0,303	0,415	1,222	0,908	0,149	0,168	0,246195275
KCNA3__PTK6	0,011	-0,728	-0,864	0,162	0,313	1,222	0,825	0,157	0,151	0,262762689
EPRS__MAP3K8	-8,873	-0,015	-7,889	0,280	0,324	1,222	1,039	0,033	0,060	0,22229847
MAPK3__PPP1CC	-1,014	-1,344	-2,379	0,181	0,353	1,223	0,391	0,077	0,053	0,359356071
AANAT__BRCA2	-1,408	-3,688	-5,120	0,263	0,336	1,223	1,149	0,129	0,092	0,201081739
EPRS__TST	-8,873	-0,442	-7,672	0,385	0,468	1,224	0,572	-0,001	0,050	0,318282296
BRD2__NDUFA4	-2,558	-5,357	-7,588	0,492	0,549	1,224	1,110	0,027	0,003	0,207711279
APEX1__MCAT	-2,369	-12,434	-14,524	0,822	0,415	1,225	0,625	0,119	0,098	0,307526225
APEX1__CSNK1G2	-2,369	-1,166	-3,310	0,207	0,334	1,225	1,358	0,147	0,160	0,169712901
BRD2__MMP14	-2,558	-0,159	-2,695	0,164	0,274	1,226	1,341	0,145	0,123	0,172709036
CASK__PLOD1	-0,481	-1,793	-2,202	0,217	0,373	1,226	1,438	0,125	0,157	0,160208921
DDR1__MAP3K3	-0,649	-1,218	-1,831	0,160	0,278	1,226	0,645	0,276	0,241	0,303711048
PTGER1__PTPRE	-0,443	-0,635	-1,323	0,174	0,294	1,226	0,704	0,131	0,141	0,289882679
DAPK3__MMP25	-0,316	-0,437	-0,808	0,194	0,367	1,227	0,742	0,160	0,170	0,281658372
DCK__LTB4R	-1,100	-1,324	-1,612	0,182	0,312	1,227	1,521	0,141	0,127	0,148483413
CDK5__MAPKAPK2	-0,143	-0,789	-0,526	0,141	0,285	1,227	1,004	0,059	0,041	0,229481364
DCXR__SPHK1	-1,067	-1,140	-2,278	0,166	0,297	1,227	0,957	0,025	-0,015	0,236920856
CDK12__NDUFB1	-5,192	-6,822	-11,985	0,420	0,379	1,227	0,566	-0,016	0,047	0,31925922
HCK__SSTR4	-0,685	-1,612	-2,666	0,203	0,389	1,227	0,928	0,161	0,165	0,242946486
CDK8__RELA	-1,445	-0,822	-2,365	0,190	0,329	1,227	0,606	0,115	0,076	0,311478245
AOC1__HCK	-0,898	-0,685	-1,477	0,167	0,316	1,228	0,662	0,063	0,041	0,299263033
ITGA6__XIAP	-0,877	-2,451	-2,685	0,191	0,321	1,229	1,425	0,125	0,106	0,161437002
AANAT__CDK5	-1,408	-0,143	-1,088	0,158	0,328	1,230	0,738	0,232	0,225	0,282537458
BCKDK__CNTFR	-0,637	-2,203	-2,794	0,243	0,399	1,230	1,341	0,222	0,203	0,17262853
BCL2L2__MMP14	-1,926	-0,159	-1,736	0,162	0,278	1,230	1,199	0,109	0,092	0,192761574
CAMK1D__FGFR3	0,124	-0,912	-0,698	0,163	0,296	1,231	1,999	0,103	0,105	0,094198301
MAP2K5__MAPK12	-0,580	-3,067	-3,447	0,233	0,299	1,231	0,909	0,124	0,123	0,246161156
ERBB4__PIK3C2B	-0,217	-0,665	-0,924	0,195	0,379	1,232	0,712	0,111	0,168	0,288316559
MAP3K5__MC1R	-0,220	-1,588	-1,592	0,213	0,339	1,233	2,287	0,032	0,078	0,073697729
NTRK1__PTGER1	-0,861	-0,443	-1,393	0,171	0,311	1,234	1,202	0,020	0,017	0,192343309
CDK2__PTPRE	-4,432	-0,635	-4,561	0,323	0,486	1,234	0,899	-0,074	-0,005	0,247698326
NOS2__PFKFB4	-1,122	-0,585	-1,779	0,198	0,344	1,234	0,695	0,195	0,176	0,291835103
HCRTR1__PRKCD	-3,307	0,177	-2,862	0,228	0,275	1,235	1,174	0,015	-0,002	0,197594943
MCAT__MST1R	-12,434	-0,732	-12,924	0,489	0,306	1,235	0,929	0,001	-0,004	0,242700077
ATR__MAPK12	-10,398	-3,067	-13,720	0,619	0,334	1,235	1,212	0,046	0,009	0,19076817
NR5A1__SLC5A5	-0,415	-0,791	-1,062	0,184	0,342	1,236	0,476	0,035	-0,042	0,339647336
AKT2__IL12A	-3,476	-0,186	-3,487	0,239	0,306	1,236	0,789	0,063	0,018	0,270661687
MASP2__TST	-0,472	-0,442	-0,845	0,181	0,337	1,236	0,618	0,097	0,053	0,309804241
EPRS__PDK2	-8,873	-1,118	-8,699	0,461	0,475	1,237	1,280	0,132	0,170	0,180595274
PIM2__TSPO	-2,275	-1,526	-4,153	0,215	0,307	1,237	0,856	0,030	0,039	0,255711001
GHSR__TST	-0,283	-0,442	-0,606	0,162	0,304	1,237	0,809	0,020	0,067	0,266678597
MAP2K2__PRKCD	-0,367	0,177	-0,555	0,170	0,306	1,237	1,309	0,072	0,112	0,176805103
P2RY6__RET	-0,760	0,245	-0,474	0,153	0,297	1,237	1,759	0,069	0,092	0,116804534
CAMK2B__SLC16A8	-0,060	-1,458	-1,560	0,166	0,301	1,238	0,824	0,135	0,177	0,262937584
MMP14__NR5A1	-0,159	-0,415	-0,405	0,183	0,326	1,238	1,178	0,008	0,052	0,197122886
APEX1__RPS6KA2	-2,369	-0,478	-2,813	0,175	0,307	1,238	0,434	0,171	0,189	0,349628271
EDA__TXN	-2,372	-9,806	-12,120	0,632	0,411	1,238	1,327	0,026	0,051	0,174549661
NPY4R__PDK2	-2,263	-1,118	-3,038	0,257	0,403	1,238	1,023	0,100	0,081	0,225564184
PIK3C2B__PIM2	-0,665	-2,275	-2,850	0,250	0,391	1,239	0,872	0,076	0,044	0,252742378
AANAT__NT5M	-1,408	-0,676	-1,898	0,187	0,304	1,239	1,314	0,251	0,294	0,176164544
HCK__RET	-0,685	0,245	-0,019	0,205	0,388	1,240	1,150	0,067	0,109	0,200852531
MAP3K8__PRSS8	-0,015	-0,778	-0,730	0,178	0,274	1,240	1,473	0,222	0,211	0,154863296
PPP1CC__PTK6	-1,344	-0,728	-1,807	0,183	0,321	1,241	1,000	0,242	0,227	0,230250831
NDUFB1__RPS6KA4	-6,822	-1,116	-6,851	0,412	0,400	1,242	1,482	0,056	0,002	0,153253934
ADRBK1__PRKAA1	-0,953	-0,215	-1,107	0,171	0,297	1,242	1,533	0,122	0,108	0,14660571
MC1R__SKP2	-1,588	-3,289	-5,074	0,202	0,284	1,242	1,014	0,131	0,159	0,227360962
AOC1__PLOD1	-0,898	-1,793	-2,553	0,183	0,300	1,242	0,651	0,205	0,219	0,302148869
EDA__EPHB4	-2,372	-0,079	-2,169	0,158	0,267	1,243	0,985	-0,015	0,050	0,232628789
INPP1__LTC4S	-0,451	-1,265	-1,754	0,214	0,364	1,243	1,493	0,111	0,165	0,152124826
HCK__PLOD1	-0,685	-1,793	-2,241	0,207	0,371	1,243	0,552	0,274	0,236	0,322137608
MAP3K5__SPHK2	-0,220	-0,950	-1,374	0,192	0,367	1,244	0,855	0,215	0,154	0,255827072
LARS2__NOS2	-5,628	-1,122	-6,521	0,199	0,310	1,244	1,231	0,139	0,144	0,188653565
AKT2__PLA2G4C	-3,476	-0,026	-3,579	0,193	0,290	1,245	1,215	0,060	0,040	0,190544029
MST1R__NDUFA4	-0,732	-5,357	-5,805	0,398	0,559	1,245	1,161	0,103	0,129	0,199340459
DMPK__TSPO	-1,362	-1,526	-2,364	0,201	0,282	1,245	1,324	0,164	0,204	0,174902523
APEX1__PTK6	-2,369	-0,728	-2,727	0,188	0,330	1,245	1,640	0,060	0,058	0,130627936
FGFR4__PRODH	0,053	-2,250	-1,895	0,183	0,298	1,246	1,578	0,009	0,081	0,140017424
CSF1R__MMP14	-0,238	-0,159	-0,289	0,172	0,343	1,246	0,691	0,017	0,070	0,292531013
PDK2__PRKDC	-1,118	-3,525	-4,089	0,238	0,346	1,246	1,619	-0,068	-0,040	0,133389322
CDC25A__PDK2	-3,276	-1,118	-4,179	0,283	0,408	1,247	1,401	-0,029	-0,016	0,163349728
EGFR__KCNQ4	0,272	-1,655	-1,254	0,168	0,307	1,247	1,457	0,020	-0,016	0,157451603
CAMK2G__NDUFA4	-1,296	-5,357	-6,408	0,463	0,585	1,247	0,814	0,114	0,049	0,265536965
CAMK2A__IL12A	-0,737	-0,186	-1,028	0,173	0,339	1,247	0,832	0,114	0,102	0,261276027
ACVR1__P2RY6	-0,009	-0,760	-0,827	0,159	0,301	1,247	0,316	0,124	0,110	0,375566685
NTRK1__PIM1	-0,861	-3,019	-3,927	0,176	0,274	1,248	0,756	0,135	0,080	0,278928298
CYP26A1__NTRK1	-1,114	-0,861	-1,963	0,216	0,365	1,248	1,503	0,085	0,117	0,150891004
GRM2__PARP1	-0,213	-3,299	-3,273	0,228	0,356	1,248	0,581	0,039	0,112	0,316433043
CASK__NTRK1	-0,481	-0,861	-1,144	0,196	0,346	1,248	0,552	0,121	0,097	0,322095725
CDK5__MMP14	-0,143	-0,159	0,079	0,153	0,302	1,248	0,657	0,073	0,090	0,300839025
CLK3__EPHA2	-0,453	-0,696	-1,105	0,232	0,428	1,249	1,877	0,126	0,136	0,104918826
NAMPT__SLC5A5	-16,018	-0,791	-16,201	0,669	0,320	1,249	1,317	0,077	0,052	0,175689051
BCL2L1__PIK3CG	-5,370	-1,010	-6,243	0,222	0,320	1,249	0,526	0,115	0,090	0,328253478
ILK__PKLR	-0,704	-1,080	-1,834	0,180	0,285	1,249	0,658	-0,198	-0,167	0,300541489
ALPL__PTGER1	-0,749	-0,443	-1,097	0,185	0,325	1,251	1,961	0,079	0,095	0,097555074
GMPS__PRSS8	-9,083	-0,778	-11,441	0,374	0,318	1,251	0,705	-0,040	-0,072	0,289694793
BRCA2__PIK3CA	-3,688	-2,547	-6,224	0,340	0,403	1,252	0,624	0,067	0,074	0,307780065
INPP1__KCNQ4	-0,451	-1,655	-1,949	0,181	0,321	1,252	1,700	0,113	0,146	0,124085455
CAMK1D__SKP2	0,124	-3,289	-3,073	0,177	0,301	1,252	0,949	-0,041	-0,016	0,238744628
ALK__MAPKAPK2	-0,898	-0,789	-1,651	0,146	0,291	1,252	1,013	0,123	0,179	0,227331835
HCK__NDUFA4L2	-0,685	-1,573	-1,817	0,206	0,336	1,253	1,333	0,182	0,166	0,17367973
AGPAT1__PRKAB1	-2,019	-0,227	-2,911	0,203	0,324	1,254	0,931	-0,014	-0,058	0,242464933
ALK__AOC1	-0,898	-0,898	-2,131	0,155	0,259	1,254	0,710	0,135	0,128	0,288650569
DOT1L__PNMT	-5,960	-0,507	-6,126	0,245	0,359	1,254	1,527	0,062	0,054	0,14759575
CAMK1D__MC1R	0,124	-1,588	-1,403	0,216	0,399	1,254	1,560	0,114	0,105	0,142654161
BRCA2__MAP3K4	-3,688	-1,918	-6,231	0,197	0,296	1,255	0,544	0,091	0,148	0,323870079
ALAD__ATR	-4,894	-10,398	-13,176	0,743	0,307	1,255	1,536	0,087	0,035	0,146334376
PIK3CA__RPS6KA4	-2,547	-1,116	-3,696	0,221	0,376	1,255	0,984	0,010	-0,007	0,232930203
EHMT2__EPHA2	-0,955	-0,696	-3,348	0,173	0,347	1,255	0,840	0,060	0,091	0,260043839
PARP1__PRKAB1	-3,299	-0,227	-3,155	0,203	0,307	1,256	1,272	0,169	0,157	0,182176223
CLK3__PRSS8	-0,453	-0,778	-1,225	0,240	0,446	1,256	1,674	0,061	0,130	0,126957988
LTB4R__PDK2	-1,324	-1,118	-2,064	0,232	0,381	1,256	0,893	0,061	0,094	0,24872699
BSG__SPHK1	-4,293	-1,140	-5,554	0,246	0,340	1,256	1,491	0,021	0,081	0,152337085
MASP2__XPO1	-0,472	-11,396	-12,312	0,548	0,410	1,256	1,364	0,010	-0,038	0,168945205
PIK3CA__SRC	-2,547	0,012	-2,347	0,184	0,294	1,257	0,878	0,010	0,006	0,251489243
GCK__JAK3	0,031	-0,991	-0,831	0,196	0,381	1,257	2,115	0,040	0,094	0,085228238
JAK3__SLC16A5	-0,991	-1,334	-2,506	0,220	0,408	1,257	0,587	0,126	0,122	0,314725892
CKM__KSR1	-1,322	-0,783	-2,590	0,178	0,294	1,258	0,862	0,248	0,163	0,254745996
BCKDK__SPHK2	-0,637	-0,950	-1,590	0,187	0,310	1,258	0,940	0,140	0,126	0,240940767
CASK__OXT	-0,481	-0,939	-1,055	0,178	0,314	1,259	1,510	0,067	0,057	0,149652758
CDC25A__UMPS	-3,276	-12,605	-11,806	0,555	0,490	1,259	1,107	-0,036	-0,043	0,208197606
CLK3__PDK2	-0,453	-1,118	-1,505	0,357	0,608	1,259	0,961	0,002	-0,010	0,23589516
ALAD__NDUFA4L2	-4,894	-1,573	-6,064	0,226	0,285	1,259	1,224	0,090	0,073	0,189109676
AKT1__LARS2	-1,614	-5,628	-7,335	0,237	0,277	1,259	1,535	0,240	0,206	0,146336475
LIG1__PDK2	-2,514	-1,118	-3,299	0,225	0,351	1,259	0,929	0,012	0,039	0,242701598
EPHB2__PRKDC	-0,976	-3,525	-4,068	0,178	0,272	1,259	1,600	0,068	0,031	0,136817168
CDC25B__JAK3	-1,748	-0,991	-2,509	0,185	0,312	1,260	1,405	0,047	0,047	0,162744063
TOP1__UCK2	-10,290	-0,763	-9,612	0,376	0,377	1,260	0,719	0,113	0,101	0,286649899
CKM__PARP1	-1,322	-3,299	-4,613	0,194	0,312	1,260	0,568	0,178	0,167	0,319065581
AKT1__CYP11B2	-1,614	-0,595	-2,083	0,157	0,277	1,260	0,789	0,130	0,119	0,270716042
PTGER1__RELA	-0,443	-0,822	-1,030	0,172	0,304	1,260	1,281	0,149	0,148	0,180360327
GRM2__PRKAR1A	-0,213	-0,754	-0,738	0,155	0,298	1,260	1,103	-0,063	-0,068	0,208945641
AOC3__GRB2	-1,567	-16,836	-16,394	2,762	0,961	1,261	1,325	-0,288	-0,332	0,174759859
BCKDK__BCL2L1	-0,637	-5,370	-5,440	0,178	0,266	1,261	0,963	0,196	0,138	0,235756628
BRD2__CA9	-2,558	-2,644	-5,114	0,214	0,326	1,261	1,429	0,183	0,164	0,161350497
AMHR2__BCAT2	-1,067	-1,032	-2,162	0,172	0,282	1,261	0,679	0,147	0,107	0,295600408
CLK3__DCXR	-0,453	-1,067	-1,683	0,236	0,430	1,262	0,720	0,133	0,108	0,286436062
AKT2__APEX1	-3,476	-2,369	-5,884	0,251	0,322	1,262	0,883	-0,019	-0,036	0,250180844
BCKDK__SPHK1	-0,637	-1,140	-1,751	0,183	0,307	1,262	1,060	0,024	0,089	0,217997481
ALK__FGFR2	-0,898	-0,533	-1,441	0,154	0,275	1,263	1,442	0,061	0,024	0,159836748
MAP2K5__PRKCD	-0,580	0,177	-0,409	0,134	0,267	1,263	1,128	0,100	0,141	0,204692283
DAPK3__LTC4S	-0,316	-1,265	-1,443	0,204	0,367	1,264	0,793	-0,005	-0,043	0,269785957
CDK5__CHD1	-0,143	-1,547	-1,411	0,185	0,326	1,264	0,970	0,078	0,078	0,23497932
CYP4F12__PIK3CA	-2,447	-2,547	-4,861	0,231	0,326	1,264	0,898	0,013	-0,013	0,247730727
GPI__UCK2	-3,285	-0,763	-4,070	0,205	0,321	1,265	0,860	0,063	0,073	0,255163077
BCKDK__UMPS	-0,637	-12,605	-12,625	0,329	0,284	1,265	0,888	0,028	0,093	0,249451848
ATR__SLC16A5	-10,398	-1,334	-9,188	0,549	0,354	1,265	1,611	-0,046	-0,025	0,13479478
DDR1__PRKCA	-0,649	-0,440	-0,991	0,173	0,304	1,265	1,728	-0,002	0,014	0,12061182
AKT2__ATM	-3,476	-1,456	-4,717	0,196	0,298	1,267	0,979	-0,042	-0,053	0,233548371
CDC25B__CNTFR	-1,748	-2,203	-3,813	0,252	0,343	1,267	0,483	0,087	0,086	0,337941097
BCL2L1__KSR1	-5,370	-0,783	-5,954	0,195	0,284	1,267	0,722	0,134	0,113	0,286349164
AKT2__NDUFB1	-3,476	-6,822	-10,372	0,320	0,312	1,268	0,386	0,089	0,076	0,36066348
MAPK12__PARP1	-3,067	-3,299	-5,893	0,277	0,344	1,268	0,800	0,028	0,020	0,268694012
MAP4K1__PLA2G2E	-0,584	-0,827	-1,601	0,170	0,333	1,268	1,108	0,201	0,197	0,20800192
BCL2L1__MAP3K3	-5,370	-1,218	-6,115	0,243	0,281	1,269	0,906	0,044	0,000	0,24666453
CSK__PRKAB1	-1,758	-0,227	-2,121	0,143	0,270	1,269	1,052	0,142	0,121	0,219390971
CAMK1G__CKM	-0,701	-1,322	-1,505	0,147	0,267	1,269	0,747	0,057	0,036	0,280755029
BRD2__RELA	-2,558	-0,822	-3,204	0,166	0,274	1,269	1,286	0,156	0,121	0,17996958
CSF3R__HCRTR1	-2,260	-3,307	-5,411	0,214	0,316	1,270	0,900	0,180	0,188	0,24761529
CARM1__NPY4R	-3,923	-2,263	-5,638	0,300	0,360	1,270	1,834	0,023	-0,032	0,109790208
FGFR2__HCRT	-0,533	-1,411	-1,704	0,144	0,259	1,270	1,260	0,241	0,195	0,184336077
ACVR1__PIK3CA	-0,009	-2,547	-2,328	0,219	0,364	1,270	1,284	0,170	0,150	0,180062115
PIK3C2B__TXN	-0,665	-9,806	-9,826	0,625	0,535	1,270	0,894	-0,015	-0,013	0,248445694
ALAD__GPX1	-4,894	-1,005	-6,018	0,232	0,314	1,270	0,675	0,224	0,178	0,296380607
FN3K__RET	-0,827	0,245	-0,491	0,167	0,325	1,270	1,469	0,002	0,023	0,155323148
CLK3__PKLR	-0,453	-1,080	-1,786	0,331	0,559	1,271	0,754	0,121	0,056	0,279642836
MMP25__PIM2	-0,437	-2,275	-2,592	0,181	0,307	1,271	0,695	0,054	0,059	0,291861622
MASP2__SKP2	-0,472	-3,289	-3,599	0,195	0,263	1,272	1,521	0,120	0,142	0,148585947
EDA__EPHB2	-2,372	-0,976	-2,829	0,164	0,278	1,272	1,615	-0,082	-0,033	0,134254031
KCNQ4__MST1R	-1,655	-0,732	-2,302	0,177	0,291	1,272	1,324	0,161	0,214	0,174926804
SLC16A8__UCK2	-1,458	-0,763	-2,044	0,184	0,330	1,273	1,494	0,025	0,022	0,152201509
APEX1__NAGK	-2,369	-0,739	-2,870	0,194	0,303	1,273	1,572	0,022	0,075	0,140788754
EPRS__GMPS	-8,873	-9,083	-14,602	0,645	0,412	1,273	0,976	0,068	0,099	0,233707636
NDUFA4L2__PIK3C2B	-1,573	-0,665	-2,261	0,183	0,324	1,273	0,947	0,221	0,194	0,239105754
